,powiat,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,number_of_projects,eu_cofinancing_rate
244,brzezinski,2018,44265457.73514393,36423662.42752427,30069372.3616397,ŁÓDZKIE,116,83.25374850044489
245,brzezinski,2019,32338554.985105883,25953367.237962414,21723730.800344355,ŁÓDZKIE,123,84.02263479868435
246,brzezinski,2020,34961128.40580338,28434030.499493245,23579846.581090234,ŁÓDZKIE,160,83.672918498804
247,brzezinski,2021,38574994.717839904,31623239.05209387,25868616.43492682,ŁÓDZKIE,151,82.79288308219367
248,brzezinski,2022,38012261.387438506,31562493.201787714,25764037.732594628,ŁÓDZKIE,102,82.58173327615127
249,brzezinski,2023,31951238.986074347,26815873.085756887,21180231.978157282,ŁÓDZKIE,63,80.76203948196851
250,brzozowski,2014,27686360.00112401,19741807.873859126,14564028.238609789,PODKARPACKIE,3,49.03368799986253
251,brzozowski,2015,44899287.94943419,32560861.828241844,23217099.541729003,PODKARPACKIE,12,52.842054701763075
252,brzozowski,2016,74498415.29149729,57456219.37882645,43398913.72500769,PODKARPACKIE,47,54.71761971132156
253,brzozowski,2017,98611560.90243287,79061489.68921441,60255626.04776442,PODKARPACKIE,80,57.66322572381639
254,brzozowski,2018,109657701.25292623,88382081.03315973,67538239.18529367,PODKARPACKIE,108,55.68230089139942
255,brzozowski,2019,86213902.39521213,69614933.69885866,52174778.53552953,PODKARPACKIE,90,58.229077482979896
256,brzozowski,2020,89575323.62651041,72598960.74905804,54853871.76002845,PODKARPACKIE,69,57.462169505981706
257,brzozowski,2021,72461483.41065653,59193811.65082318,44548424.97635014,PODKARPACKIE,46,56.48688272307834
258,brzozowski,2022,54674115.76902169,45417407.72401475,35811622.23272911,PODKARPACKIE,35,54.136029159464734
259,brzozowski,2023,25665544.699614935,20163661.589318663,16673478.91815296,PODKARPACKIE,19,37.48812391657608
260,buski,2014,8626883.176982144,7105797.06394643,4422433.168738095,ŚWIĘTOKRZYSKIE,3,38.571937195185136
261,buski,2015,12749948.795127647,11180231.27511045,7976302.004015872,ŚWIĘTOKRZYSKIE,7,57.38733639492189
262,buski,2016,41894554.73256997,34280859.36116587,24509626.48738939,ŚWIĘTOKRZYSKIE,38,58.57182411133119
263,buski,2017,103737122.41471635,87388281.92250018,66364584.08446606,ŚWIĘTOKRZYSKIE,91,61.4237091666639
264,buski,2018,141203540.75152957,118830651.6204303,91256745.3338729,ŚWIĘTOKRZYSKIE,132,66.00716389854054
265,buski,2019,141657052.9897832,119184244.56351726,91142716.05598187,ŚWIĘTOKRZYSKIE,148,66.72374906281034
266,buski,2020,164107070.1384198,142327533.02839792,105484951.23202026,ŚWIĘTOKRZYSKIE,253,66.45193592027451
267,buski,2021,138026993.44378507,121295089.13003105,88136568.27726515,ŚWIĘTOKRZYSKIE,110,61.7085372052022
268,buski,2022,108218046.85493524,96665757.4332667,67648918.39911456,ŚWIĘTOKRZYSKIE,72,55.38131846290671
269,buski,2023,84229409.23507631,75211651.09374705,49785131.86478426,ŚWIĘTOKRZYSKIE,47,49.10017191110632
270,bydgoski,2014,228105354.19657743,103185009.04474747,88478497.50204377,KUJAWSKO-POMORSKIE,10,85.91943501935316
271,bydgoski,2015,237338247.1493843,111958409.05517337,95247311.58005768,KUJAWSKO-POMORSKIE,20,85.50318146910953
272,bydgoski,2016,269819373.6706855,140805847.75299636,113698732.17620727,KUJAWSKO-POMORSKIE,52,83.03804813105015
273,bydgoski,2017,331927598.49402887,189572210.8918021,142682362.8623791,KUJAWSKO-POMORSKIE,102,79.21064317014986
274,bydgoski,2018,348343029.45712006,204241095.52099252,153750013.07436526,KUJAWSKO-POMORSKIE,150,79.17393050737907
275,bydgoski,2019,338961843.8239249,199052366.92422488,153713749.53917226,KUJAWSKO-POMORSKIE,155,80.041108353987
276,bydgoski,2020,352300981.1249822,221673386.0016777,168881166.64181536,KUJAWSKO-POMORSKIE,187,79.2280089782047
277,bydgoski,2021,346527577.913192,214791071.43342412,162005443.15373844,KUJAWSKO-POMORSKIE,157,78.57287625482205
278,bydgoski,2022,307272092.707587,179294135.21157694,136630743.75530422,KUJAWSKO-POMORSKIE,116,79.19852906287855
279,bydgoski,2023,219322742.57260928,125625440.02302028,94790196.37618615,KUJAWSKO-POMORSKIE,76,78.62252065390241
280,bydgoski,2024,14430466.81375,11666406.09,5882183.426607143,KUJAWSKO-POMORSKIE,4,51.775922897154416
281,bydgoski,2025,355658.4375,355658.4375,267989.08035714284,KUJAWSKO-POMORSKIE,1,75.3501258794522
282,bydgoszcz,2014,104313298.09915,76326285.63658492,62444968.78847143,KUJAWSKO-POMORSKIE,28,84.26772871805602
283,bydgoszcz,2015,141355924.71295953,103376023.22146587,83686604.75766191,KUJAWSKO-POMORSKIE,44,83.37074764009463
284,bydgoszcz,2016,334663154.48774886,250222570.95950314,185348651.336371,KUJAWSKO-POMORSKIE,99,78.11232453143883
285,bydgoszcz,2017,523415479.9090684,415532973.6950232,287763272.5474357,KUJAWSKO-POMORSKIE,234,73.85048417785853
286,bydgoszcz,2018,620961661.2209452,499729831.35854626,348782999.4022507,KUJAWSKO-POMORSKIE,294,74.49364211118035
287,bydgoszcz,2019,589454082.4095001,473371194.1631953,332482022.8763256,KUJAWSKO-POMORSKIE,291,74.87842322312689
288,bydgoszcz,2020,625484952.2338345,513034046.9946891,367050224.8146136,KUJAWSKO-POMORSKIE,376,76.16334064666228
289,bydgoszcz,2021,650301646.0654007,547588486.5871848,371473205.8934804,KUJAWSKO-POMORSKIE,336,72.78043959834463
290,bydgoszcz,2022,617441723.945557,517941728.1356346,357744826.51605344,KUJAWSKO-POMORSKIE,289,73.75452941769272
291,bydgoszcz,2023,556100711.2347422,461030181.1111166,328979098.82317936,KUJAWSKO-POMORSKIE,213,75.66406492603825
292,bydgoszcz,2024,60322926.406666666,58774995.403333336,26241376.410833333,KUJAWSKO-POMORSKIE,5,46.04976055385838
293,bydgoszcz,2025,1510536.0,946120.16,425754.07666666666,KUJAWSKO-POMORSKIE,1,45.0000004932425
294,bytom,2014,37491135.88848001,22948593.781557888,18616277.21543993,ŚLĄSKIE,4,52.876913108521094
295,bytom,2015,64835652.23131731,47935155.51661741,39620108.549558975,ŚLĄSKIE,23,68.30590573143793
296,bytom,2016,119857494.97189929,93830845.44748479,71288381.77447666,ŚLĄSKIE,62,62.59449226141092
297,bytom,2017,164253062.9853089,133552855.84856257,103881839.14984459,ŚLĄSKIE,124,62.41521836554686
298,bytom,2018,202598776.47801784,168384951.87956893,135660436.80308706,ŚLĄSKIE,176,67.2653094443274
299,bytom,2019,221908924.4012224,185723344.2442117,148210779.0047865,ŚLĄSKIE,191,68.20158185444988
300,bytom,2020,237874640.02356696,199552154.00378194,152241679.95968163,ŚLĄSKIE,220,65.91016195107954
301,bytom,2021,257254665.1078842,217725312.78743103,167579881.82695276,ŚLĄSKIE,235,67.86280222697778
302,bytom,2022,236070960.6797743,198373031.34774375,152160025.27934328,ŚLĄSKIE,191,67.56561470719464
303,bytom,2023,202134086.67032698,170047029.09130684,130153006.8691953,ŚLĄSKIE,130,69.36175649230988
304,bytowski,2014,11282509.78270625,8437000.034917362,7196992.938160045,POMORSKIE,5,68.41694443293005
305,bytowski,2015,17670955.539116636,14283785.682625724,11841237.144574208,POMORSKIE,10,66.15407541184925
306,bytowski,2016,74358878.76038343,66762053.32499279,52854971.7046448,POMORSKIE,58,55.670930177809865
307,bytowski,2017,122199881.01475269,108066637.54464182,85198297.43372995,POMORSKIE,122,60.833240961271606
308,bytowski,2018,157219437.8041481,136522593.20927602,108621662.56635885,POMORSKIE,145,60.90669993522029
309,bytowski,2019,139666489.3265831,120773407.33706379,95747149.65814501,POMORSKIE,117,57.004340453267375
310,bytowski,2020,137661759.39814976,118879370.39718159,96475676.89387341,POMORSKIE,118,58.95832271734579
311,bytowski,2021,108771236.43268438,96507540.8009037,71490478.33752458,POMORSKIE,90,51.805507532781085
312,bytowski,2022,91992246.7965847,82985611.11469091,61169123.624914154,POMORSKIE,58,42.88704708635173
313,bytowski,2023,72278265.71799546,64473035.358784154,47687003.07985514,POMORSKIE,36,35.65880861190321
314,chem,2014,20364936.919130955,9568417.412416667,8073360.715109127,LUBELSKIE,6,49.00925686624809
315,chem,2015,23470546.835797623,12674027.329083333,10884818.07844246,LUBELSKIE,9,59.29421119728596
316,chem,2016,63827664.81885781,51114501.66176019,43465890.80744077,LUBELSKIE,35,70.29479827342712
317,chem,2017,103055845.22653313,84737061.24949603,67771935.89391232,LUBELSKIE,84,65.8238706540819
318,chem,2018,160514942.47488198,129762769.51341164,100444946.53689274,LUBELSKIE,98,65.53149112436611
319,chem,2019,159103668.97965315,126691489.73104739,98455528.83371058,LUBELSKIE,101,65.56905681676022
320,chem,2020,160417056.019093,130779829.72062238,104485838.90526304,LUBELSKIE,204,69.75179826275159
321,chem,2021,137664320.83085412,112277120.36280152,90514707.68160702,LUBELSKIE,82,71.65410138760627
322,chem,2022,86043896.10214902,64752851.43941787,50835355.48309073,LUBELSKIE,67,63.13563180498277
323,chem,2023,60911361.23197623,42632895.13585967,32845480.98451694,LUBELSKIE,39,56.86963392398883
324,cheminski,2014,9225602.613818182,2320599.8606363637,2320599.8606363637,KUJAWSKO-POMORSKIE,1,100.0
325,cheminski,2015,17182689.39953773,8854754.041316228,7425676.421364561,KUJAWSKO-POMORSKIE,12,86.40142038943743
326,cheminski,2016,36579077.9401604,26828856.20483564,21805747.092079625,KUJAWSKO-POMORSKIE,36,83.1450943373323
327,cheminski,2017,49923785.42277585,38184815.608015515,29820230.71000997,KUJAWSKO-POMORSKIE,61,80.75759703512031
328,cheminski,2018,54165101.01266537,42568629.09344871,33016731.278316174,KUJAWSKO-POMORSKIE,79,80.56470053854181
329,cheminski,2019,53545199.30380707,42560263.319184616,35064855.667270854,KUJAWSKO-POMORSKIE,71,83.62357019468834
330,cheminski,2020,63493430.50680086,51797253.86058783,41408303.466521084,KUJAWSKO-POMORSKIE,88,82.15148317665351
331,cheminski,2021,58829787.43678815,47927735.03036175,38876149.58877373,KUJAWSKO-POMORSKIE,83,83.43842340303156
332,cheminski,2022,50349052.494353816,40271642.4607328,33407215.252764106,KUJAWSKO-POMORSKIE,62,84.64466488965624
333,cheminski,2023,50328175.99961508,35771727.78537812,29495973.463497058,KUJAWSKO-POMORSKIE,49,84.31401620296771
334,chemski,2014,16260920.014940478,6377999.72352381,5733068.693632936,LUBELSKIE,3,38.72461398736808
335,chemski,2015,22635668.077440478,11952439.40952381,10613011.980132936,LUBELSKIE,14,60.80190147304171
336,chemski,2016,46397974.467164956,34007314.346534,29144236.220198516,LUBELSKIE,61,63.57832771227729
337,chemski,2017,85312921.8427197,67490844.12809569,54003985.71974546,LUBELSKIE,126,61.90143393936984
338,chemski,2018,114989589.55247094,91908276.73540643,73725381.89507568,LUBELSKIE,138,62.998316557467
339,chemski,2019,99165568.00058815,78885471.12288824,63108863.00392274,LUBELSKIE,120,60.01672491054869
340,chemski,2020,95310591.30660726,77491784.27021639,61618011.76570043,LUBELSKIE,140,60.82093265941186
341,chemski,2021,94359643.37288043,75342876.94428818,60547392.5060594,LUBELSKIE,83,66.02430970071141
342,chemski,2022,72920762.54783805,59010185.10835293,46499027.406102635,LUBELSKIE,71,61.143716881215475
343,chemski,2023,53233613.04766527,41423406.793604255,32869981.303290747,LUBELSKIE,43,58.205671764658625
344,chemski,2024,4631853.009839286,4631853.009839286,2954107.4886726188,LUBELSKIE,2,63.271498019694974
345,chemski,2025,2827191.224125,2827191.224125,1800487.7029583333,LUBELSKIE,1,62.9377667564618
346,chodzieski,2014,10236366.576151202,5035592.779397701,4781443.830411823,WIELKOPOLSKIE,3,87.87418637203258
347,chodzieski,2015,27298580.820854165,20014789.790326737,13221947.886770949,WIELKOPOLSKIE,15,71.4054219922693
348,chodzieski,2016,64611300.54939282,50101294.6198948,34676278.5683296,WIELKOPOLSKIE,73,58.710362295603
349,chodzieski,2017,115270754.84154236,92717620.50195983,63562048.820758946,WIELKOPOLSKIE,108,65.13685768824045
350,chodzieski,2018,108080233.65895034,88947389.23477656,64262135.00887412,WIELKOPOLSKIE,134,65.54442354307251
351,chodzieski,2019,116571225.25088498,96173597.9778117,64768667.293655835,WIELKOPOLSKIE,130,60.89901223381929
352,chodzieski,2020,126415527.41919102,105290480.06946778,69549469.13964896,WIELKOPOLSKIE,97,57.13587968724814
353,chodzieski,2021,108149930.91725272,89428836.29223068,60747246.6152562,WIELKOPOLSKIE,84,59.42583170591631
354,chodzieski,2022,41165065.77955616,32958248.078889295,27072542.18413482,WIELKOPOLSKIE,77,56.368520027296526
355,chodzieski,2023,38980361.60965267,30555714.037662275,25919196.56209863,WIELKOPOLSKIE,55,55.875499243538876
356,chojnicki,2014,16573480.38070625,8659298.745917361,7385946.845017188,POMORSKIE,2,68.84118704066667
357,chojnicki,2015,23533974.04068806,15308074.864697153,12744107.820717067,POMORSKIE,7,67.69329276161191
358,chojnicki,2016,77126343.78704162,65912415.426110394,50063499.58685747,POMORSKIE,38,52.29016095391458
359,chojnicki,2017,99600365.59426671,84464002.89136128,68971569.19279842,POMORSKIE,90,57.46955147890027
360,chojnicki,2018,119964663.21463433,101659483.07484272,82739803.61623289,POMORSKIE,112,55.55042203992044
361,chojnicki,2019,120955143.90884712,101851610.36090825,78930007.27585238,POMORSKIE,89,50.60787409399725
362,chojnicki,2020,129517160.4751339,109754675.20218556,82471358.35319483,POMORSKIE,93,50.99427838460946
363,chojnicki,2021,115474419.64836295,97455127.84060211,72250682.83768332,POMORSKIE,68,51.97407748161183
364,chojnicki,2022,101139458.6317196,86455831.08847068,65813436.50439829,POMORSKIE,54,46.49041490323311
365,chojnicki,2023,67946885.988805,55903170.44882582,45077914.632442445,POMORSKIE,32,37.21605658877477
366,chojnicki,2024,7811268.254925967,6039016.333892858,4038172.597243552,POMORSKIE,2,64.17630915491372
367,chorzow,2014,40095815.63561493,23143969.422883287,18190764.32789231,ŚLĄSKIE,11,50.3609390072089
368,chorzow,2015,66415649.857448265,46204013.50357376,37209503.61527326,ŚLĄSKIE,30,65.75993978964846
369,chorzow,2016,138124565.76178637,104191474.15810204,76697634.29162295,ŚLĄSKIE,54,61.046183197874605
370,chorzow,2017,166425498.14116168,129462015.17721695,93865670.69771045,ŚLĄSKIE,88,56.079970719344345
371,chorzow,2018,162905929.71517587,128357034.0531183,95698932.45786685,ŚLĄSKIE,111,56.821833051362766
372,chorzow,2019,167375337.48150253,132074801.80351013,99661148.98941405,ŚLĄSKIE,122,58.39089037120841
373,chorzow,2020,169867609.79934838,140320640.57230392,111357873.1030896,ŚLĄSKIE,161,61.986756575291366
374,chorzow,2021,165111526.32425293,135394318.00568315,107783571.97501947,ŚLĄSKIE,161,61.725026121559544
375,chorzow,2022,128523039.85573858,104680138.40614454,82615783.18910319,ŚLĄSKIE,122,56.86554671401787
376,chorzow,2023,70843835.82947776,52767236.35276716,42926406.780371875,ŚLĄSKIE,78,47.81377804540216
377,choszczenski,2014,25130126.448710978,14282498.24263933,12239844.771335125,ZACHODNIOPOMORSKIE,2,43.78256723122308
378,choszczenski,2015,33231483.205749657,19739762.315629505,16604891.40224444,ZACHODNIOPOMORSKIE,8,47.85391176439097
379,choszczenski,2016,81002417.60361332,62825317.74759634,50491852.87369604,ZACHODNIOPOMORSKIE,42,33.962809204340424
380,choszczenski,2017,92299727.46032828,72402646.99033974,57983739.43824965,ZACHODNIOPOMORSKIE,75,36.921846287250894
381,choszczenski,2018,119155302.05266936,96167389.54101017,78530174.38370469,ZACHODNIOPOMORSKIE,98,47.87177389435308
382,choszczenski,2019,126935670.9018392,104489474.28477724,86142377.85628161,ZACHODNIOPOMORSKIE,85,50.32834773444885
383,choszczenski,2020,114712134.44374561,93958851.23140125,76962925.57382968,ZACHODNIOPOMORSKIE,58,42.2010190655735
384,choszczenski,2021,77804462.92002353,66358494.31536502,53899288.9749487,ZACHODNIOPOMORSKIE,47,36.00945424475164
385,choszczenski,2022,68605114.37922348,57505312.16212052,46424727.72299229,ZACHODNIOPOMORSKIE,46,32.27839148018602
386,choszczenski,2023,52373685.58331026,44630945.86344827,35972308.67919267,ZACHODNIOPOMORSKIE,37,22.410529371532885
387,chrzanowski,2014,8036231.806412699,7544474.280535715,6204524.441785715,MAŁOPOLSKIE,5,82.8180253802207
388,chrzanowski,2015,13563530.428234126,12749199.961468253,10290780.764015874,MAŁOPOLSKIE,13,82.07062109318618
389,chrzanowski,2016,81347734.33944489,65355995.77939769,52397305.20102171,MAŁOPOLSKIE,76,81.94632305717721
390,chrzanowski,2017,123355632.51341942,101167235.24451852,79232370.34748591,MAŁOPOLSKIE,117,81.23185687400361
391,chrzanowski,2018,140616069.48704594,116802243.20086727,89405761.02884088,MAŁOPOLSKIE,153,80.03286942556399
392,chrzanowski,2019,134296773.5243374,113242477.75503373,85494539.91934952,MAŁOPOLSKIE,139,78.7736215480178
393,chrzanowski,2020,133344441.84716819,112257707.25847562,86024392.45448913,MAŁOPOLSKIE,165,79.64357919796026
394,chrzanowski,2021,128802073.12051529,110223185.10120961,86341482.40017737,MAŁOPOLSKIE,138,80.8687617111189
395,chrzanowski,2022,103475288.13287036,87826487.88005026,69351920.50035827,MAŁOPOLSKIE,98,80.99468801227273
396,chrzanowski,2023,85375800.22927463,71712493.44903983,58146744.94964695,MAŁOPOLSKIE,45,82.92020308999066
397,chrzanowski,2024,40515589.95074074,31393852.967777774,26684775.01851852,MAŁOPOLSKIE,1,84.9999999869637
398,ciechanowski,2014,266142798.99114555,166576373.27378246,141387783.05881438,MAZOWIECKIE,3,80.44677381071934
399,ciechanowski,2015,278447647.6435203,178058342.5733212,149735888.952878,MAZOWIECKIE,12,79.65018388161799
400,ciechanowski,2016,319027483.34743905,213954031.20443267,176793768.7689644,MAZOWIECKIE,54,78.7617617967957
401,ciechanowski,2017,345399127.3359589,238165691.85601616,192530757.21655652,MAZOWIECKIE,110,76.74953108415677
402,ciechanowski,2018,361489477.45034355,252227378.02792612,202567882.61742434,MAZOWIECKIE,145,75.18589536888538
403,ciechanowski,2019,294779245.53199285,208366660.0200214,165750910.29140365,MAZOWIECKIE,134,74.24773744878142
404,ciechanowski,2020,295701802.504305,208954027.01403153,167301075.5356628,MAZOWIECKIE,116,74.27189055599223
405,ciechanowski,2021,276309009.5656881,192842748.13881135,155181982.90056893,MAZOWIECKIE,79,75.49658548923277
406,ciechanowski,2022,259405896.54572496,178489520.1704701,144475257.2650233,MAZOWIECKIE,52,76.42862363193481
407,ciechanowski,2023,257662198.11786023,176499733.73894522,143024250.68761966,MAZOWIECKIE,48,76.36692331279461
408,ciechanowski,2024,1451293.095392751,1047878.9253690474,847460.8869077382,MAZOWIECKIE,1,65.53049558031813
409,ciechanowski,2025,1333093.5856138393,963715.3868869046,775771.7261339286,MAZOWIECKIE,1,71.58617674912861
410,cieszynski,2014,25647416.168335564,15046169.654089633,12782921.927201834,ŚLĄSKIE,10,43.46626806802396
411,cieszynski,2015,43341023.67397575,31249009.459896483,25724492.583912175,ŚLĄSKIE,32,60.57454029459482
412,cieszynski,2016,96902795.50760287,74504697.28493997,53469626.418996654,ŚLĄSKIE,84,55.5317746251588
413,cieszynski,2017,243157634.28201497,189757038.6121631,137979802.67912385,ŚLĄSKIE,150,63.119349298312514
414,cieszynski,2018,275239884.8496711,217834812.8901167,157388748.85563567,ŚLĄSKIE,179,64.112726456482
