,powiat_std,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,powiat,number_of_projects,eu_cofinancing_rate
228,bielskobiaa,2020,319447074.08117735,254253547.88991395,189619714.06247008,ŚLĄSKIE,Bielsko-Biała,232,68.37962020298667
229,bielskobiaa,2021,345350540.5361587,246754715.1555809,203102220.0055778,ŚLĄSKIE,Bielsko-Biała,226,68.47664910134382
230,bielskobiaa,2022,259203982.5453572,174358248.06540048,150303184.32403845,ŚLĄSKIE,Bielsko-Biała,181,65.78700204827004
231,bielskobiaa,2023,299418897.3733878,134275859.59515232,179324539.32612705,ŚLĄSKIE,Bielsko-Biała,141,67.43264072670878
232,bielskobiaa,2024,236645233.93573293,4949110.040857639,143641642.00542003,ŚLĄSKIE,Bielsko-Biała,107,67.9735423729813
233,bielskobiaa,2025,324936734.0575218,100787.74296875,200622708.01980546,ŚLĄSKIE,Bielsko-Biała,154,69.87449971360489
234,bielskobiaa,2026,305833097.9765727,0.0,190100620.27675357,ŚLĄSKIE,Bielsko-Biała,134,71.93003272979331
235,bielskobiaa,2027,166623266.93588164,0.0,104589973.06697367,ŚLĄSKIE,Bielsko-Biała,65,69.77122350817162
236,bielskobiaa,2028,98326814.13152954,0.0,61651875.237001106,ŚLĄSKIE,Bielsko-Biała,13,68.47924394292758
237,bielskobiaa,2029,19339213.280359477,0.0,14534681.95505988,ŚLĄSKIE,Bielsko-Biała,5,36.03705600287817
238,bierunskoledzinski,2014,74348559.54987073,39670739.56905313,34930646.133995,ŚLĄSKIE,bieruńsko-lędziński,10,68.08311821169153
239,bierunskoledzinski,2015,79262001.3432874,44048464.38146979,38642492.95107833,ŚLĄSKIE,bieruńsko-lędziński,16,68.40864608715964
240,bierunskoledzinski,2016,110722498.4807386,72316536.31295641,56281477.64870381,ŚLĄSKIE,bieruńsko-lędziński,41,57.669104375260844
241,bierunskoledzinski,2017,129114867.94097105,88579086.62080939,70576966.69421194,ŚLĄSKIE,bieruńsko-lędziński,71,53.48169164039792
242,bierunskoledzinski,2018,144079104.9025736,102807891.87596579,83354746.1409299,ŚLĄSKIE,bieruńsko-lędziński,89,56.747525275106035
243,bierunskoledzinski,2019,156630540.53895977,115880486.42851236,90273352.21959615,ŚLĄSKIE,bieruńsko-lędziński,93,56.67297891691363
244,bierunskoledzinski,2020,157637783.93389428,119387499.18981144,91540816.72370589,ŚLĄSKIE,bieruńsko-lędziński,111,54.87672307354403
245,bierunskoledzinski,2021,326768135.90287936,110100507.67497933,139187606.31889233,ŚLĄSKIE,bieruńsko-lędziński,125,66.38126799121788
246,bierunskoledzinski,2022,292591270.2736507,77109009.67925024,119834401.37570027,ŚLĄSKIE,bieruńsko-lędziński,108,68.36839514346381
247,bierunskoledzinski,2023,282832336.824048,61899343.40132788,116510368.98497531,ŚLĄSKIE,bieruńsko-lędziński,84,67.85820804425606
248,bierunskoledzinski,2024,284869300.7683192,3131779.780857639,116586638.33716056,ŚLĄSKIE,bieruńsko-lędziński,90,68.23756707939498
249,bierunskoledzinski,2025,293694812.7547879,100787.74296875,125432564.06313664,ŚLĄSKIE,bieruńsko-lędziński,122,68.52290861120997
250,bierunskoledzinski,2026,276197505.6358692,0.0,113431417.304621,ŚLĄSKIE,bieruńsko-lędziński,103,69.91003015580269
251,bierunskoledzinski,2027,87434788.27317442,0.0,55077866.85686597,ŚLĄSKIE,bieruńsko-lędziński,39,58.10746987880884
252,bierunskoledzinski,2028,76397223.06488657,0.0,46960803.125876024,ŚLĄSKIE,bieruńsko-lędziński,4,57.822193986325914
253,bierunskoledzinski,2029,75271226.6579324,0.0,46090136.22249686,ŚLĄSKIE,bieruńsko-lędziński,4,58.914485628546984
254,bieszczadzki,2014,23354412.123743057,17195589.574097224,12399742.685990741,PODKARPACKIE,bieszczadzki,3,42.756027952476764
255,bieszczadzki,2015,27406978.808928244,20448932.342646606,15221704.355620371,PODKARPACKIE,bieszczadzki,6,43.68353352273363
256,bieszczadzki,2016,45725201.029542916,35148028.6663066,26661618.984224454,PODKARPACKIE,bieszczadzki,27,39.610957937689726
257,bieszczadzki,2017,66525106.14435151,54658274.937781855,41546946.36666769,PODKARPACKIE,bieszczadzki,54,47.44905727047257
258,bieszczadzki,2018,64941042.43747911,52684879.560919404,41594708.934008084,PODKARPACKIE,bieszczadzki,84,42.84942536454936
259,bieszczadzki,2019,56210171.44586295,46671479.85182736,36289167.5009384,PODKARPACKIE,bieszczadzki,79,51.60311845752385
260,bieszczadzki,2020,66807567.723504655,55653181.87277926,42798136.38407873,PODKARPACKIE,bieszczadzki,70,52.10310307695513
261,bieszczadzki,2021,58298712.401370615,47352437.088237815,35966424.79790302,PODKARPACKIE,bieszczadzki,54,51.45261731893409
262,bieszczadzki,2022,42514212.57846768,35370664.84999218,28771161.335999984,PODKARPACKIE,bieszczadzki,47,48.78926740195121
263,bieszczadzki,2023,42508071.57540658,19768279.49550984,31128155.83181977,PODKARPACKIE,bieszczadzki,35,36.170631951102486
264,bieszczadzki,2024,45291630.938266635,226308.47643849207,33897028.292117424,PODKARPACKIE,bieszczadzki,30,35.11959874938305
265,bieszczadzki,2025,61153905.0413779,223972.76215277778,45382378.32537413,PODKARPACKIE,bieszczadzki,46,43.94486665944226
266,bieszczadzki,2026,43882311.1614653,0.0,33853442.88370405,PODKARPACKIE,bieszczadzki,30,37.73420435838652
267,bieszczadzki,2027,33420721.274390705,0.0,27585673.225525036,PODKARPACKIE,bieszczadzki,21,35.87440441166605
268,bieszczadzki,2028,18352968.256199736,0.0,16233782.187779851,PODKARPACKIE,bieszczadzki,5,6.057832075574631
269,bieszczadzki,2029,16909220.90356085,0.0,15163771.588695593,PODKARPACKIE,bieszczadzki,3,4.664019587701531
270,bigorajski,2014,10919804.425797619,7381334.23075,5904776.83044246,LUBELSKIE,biłgorajski,2,30.5487346883737
271,bigorajski,2015,24344194.69246429,17367898.20408333,14248731.178299602,LUBELSKIE,biłgorajski,14,61.71147737881912
272,bigorajski,2016,62536025.29253836,51004383.81023864,42125942.250971034,LUBELSKIE,biłgorajski,59,67.66153968536565
273,bigorajski,2017,121942108.82816869,102737961.27439973,85456623.38532156,LUBELSKIE,biłgorajski,98,72.78270266968121
274,bigorajski,2018,148896151.82316828,124861217.67124388,103027343.55552548,LUBELSKIE,biłgorajski,120,71.2101088578646
275,bigorajski,2019,137657267.09562662,115552213.88297366,95023883.99864072,LUBELSKIE,biłgorajski,123,70.03525819416178
276,bigorajski,2020,133139870.14434053,113771024.18598934,95110011.85104758,LUBELSKIE,biłgorajski,240,72.65591165765333
277,bigorajski,2021,105390342.41362092,93537574.25818738,78187965.33063816,LUBELSKIE,biłgorajski,102,73.28946434819537
278,bigorajski,2022,101759678.51077655,80604391.49674778,73065759.31047247,LUBELSKIE,biłgorajski,76,72.66169570164183
279,bigorajski,2023,114560529.9950762,67231611.12119499,82921153.35038742,LUBELSKIE,biłgorajski,61,63.46363504609703
280,bigorajski,2024,64471580.56532787,32236.009839285714,47844958.28725589,LUBELSKIE,biłgorajski,47,50.451680732029
281,bigorajski,2025,79497341.79256491,30484.224124999997,57949398.43841281,LUBELSKIE,biłgorajski,77,51.465335489726016
282,bigorajski,2026,65373181.50383068,0.0,48379686.12767072,LUBELSKIE,biłgorajski,63,47.74448660373106
283,bigorajski,2027,43828767.94440414,0.0,30802300.76573912,LUBELSKIE,biłgorajski,31,45.79627715732286
284,bigorajski,2028,19619556.546744794,0.0,16692926.564993676,LUBELSKIE,biłgorajski,8,26.65861443283407
285,bigorajski,2029,16083562.67171146,0.0,13688970.414890897,LUBELSKIE,biłgorajski,2,15.678480332608121
286,bochenski,2014,10405889.781428572,6645783.935357142,5648916.344642857,MAŁOPOLSKIE,bocheński,2,84.99999999381988
287,bochenski,2015,15626084.353140183,11232541.100402087,8970393.621775815,MAŁOPOLSKIE,bocheński,9,81.53907130766339
288,bochenski,2016,48029287.594362855,35926173.3443183,25970827.91618707,MAŁOPOLSKIE,bocheński,43,75.96754086398907
289,bochenski,2017,101076144.06118539,82591561.65240617,60740210.914543286,MAŁOPOLSKIE,bocheński,110,76.87596161898732
290,bochenski,2018,121393567.57774644,98650723.88102278,72287643.76901154,MAŁOPOLSKIE,bocheński,144,76.39546422244901
291,bochenski,2019,123527539.1293805,100344696.66565683,74781559.68594742,MAŁOPOLSKIE,bocheński,150,77.44931051235392
292,bochenski,2020,126217817.80353492,104940348.38015848,79154804.2324477,MAŁOPOLSKIE,bocheński,169,78.54230809881537
293,bochenski,2021,123001675.0933612,105888842.20070499,75708686.84724885,MAŁOPOLSKIE,bocheński,128,75.6349810402423
294,bochenski,2022,77747473.06128769,66631947.96211705,48292073.72151407,MAŁOPOLSKIE,bocheński,79,73.57703266369668
295,bochenski,2023,91455706.82240273,48315804.01553686,55255248.96087149,MAŁOPOLSKIE,bocheński,58,75.43347719197399
296,bochenski,2024,58436859.26484285,0.0,34711923.40624444,MAŁOPOLSKIE,bocheński,36,74.88885525176926
297,bochenski,2025,133121272.56195721,0.0,87686854.8159956,MAŁOPOLSKIE,bocheński,60,77.98071100731642
298,bochenski,2026,103457027.05931912,0.0,70804678.67716068,MAŁOPOLSKIE,bocheński,45,79.96939464394953
299,bochenski,2027,75907030.89382245,0.0,52595504.24689402,MAŁOPOLSKIE,bocheński,27,79.71361819713451
300,bochenski,2028,32183679.410489116,0.0,25251652.630727347,MAŁOPOLSKIE,bocheński,8,81.99859887925066
301,bochenski,2029,4833272.440489116,0.0,2593992.2057273467,MAŁOPOLSKIE,bocheński,5,64.79315778141302
302,bolesawiecki,2014,17075054.65793135,11683690.707589684,10194986.124272224,DOLNOŚLĄSKIE,bolesławiecki,10,87.28019386383508
303,bolesawiecki,2015,31908843.85327361,23205605.70492599,19699420.29257877,DOLNOŚLĄSKIE,bolesławiecki,20,85.5266088697691
304,bolesawiecki,2016,164978556.05833542,128459255.17304829,85776629.85827868,DOLNOŚLĄSKIE,bolesławiecki,63,63.48197593297511
305,bolesawiecki,2017,107024865.81708841,82427194.7253144,65771213.41726448,DOLNOŚLĄSKIE,bolesławiecki,84,70.7703948385747
306,bolesawiecki,2018,105191026.92800906,80735868.22989775,65328779.63621255,DOLNOŚLĄSKIE,bolesławiecki,91,73.80256363983092
307,bolesawiecki,2019,67505334.45969176,52113783.9701013,41294710.75728303,DOLNOŚLĄSKIE,bolesławiecki,79,68.06256657300155
308,bolesawiecki,2020,67757195.68482989,55666693.88463822,48633581.33852276,DOLNOŚLĄSKIE,bolesławiecki,100,74.79406783976367
309,bolesawiecki,2021,67363108.14703923,52745049.460531734,44636487.12870765,DOLNOŚLĄSKIE,bolesławiecki,64,67.22847401229774
310,bolesawiecki,2022,53530355.25222244,43348796.45956493,33714308.77001872,DOLNOŚLĄSKIE,bolesławiecki,56,56.851910035399534
311,bolesawiecki,2023,60683424.97474484,28684323.514166668,39704819.78235484,DOLNOŚLĄSKIE,bolesławiecki,44,48.79071574474261
312,bolesawiecki,2024,53146287.78712571,0.0,35987275.270208254,DOLNOŚLĄSKIE,bolesławiecki,28,46.096771192547735
313,bolesawiecki,2025,74543702.51057248,0.0,50104977.627214834,DOLNOŚLĄSKIE,bolesławiecki,42,54.23891924730639
314,bolesawiecki,2026,65029805.675072476,0.0,43718753.66954817,DOLNOŚLĄSKIE,bolesławiecki,38,52.376045825573684
315,bolesawiecki,2027,25713636.87820192,0.0,18030750.93474127,DOLNOŚLĄSKIE,bolesławiecki,17,39.200512481191225
316,bolesawiecki,2028,15684961.416922158,0.0,11713573.893106349,DOLNOŚLĄSKIE,bolesławiecki,6,28.43634292754316
317,bolesawiecki,2029,8001012.74574438,0.0,5643337.582023016,DOLNOŚLĄSKIE,bolesławiecki,2,28.15266174594403
318,braniewski,2014,20274.510000000002,13579.74142857143,11542.78,WARMIŃSKO-MAZURSKIE,braniewski,1,84.9999984220192
319,braniewski,2015,48775692.44466667,46875585.91522223,39740170.931827776,WARMIŃSKO-MAZURSKIE,braniewski,13,84.78982890461093
320,braniewski,2016,61776045.858920634,58093476.600781746,48910187.40758968,WARMIŃSKO-MAZURSKIE,braniewski,57,84.49101945977483
321,braniewski,2017,79891577.15014853,74677207.34578516,61853223.00086678,WARMIŃSKO-MAZURSKIE,braniewski,114,83.4411312993941
322,braniewski,2018,106205193.54803404,96823748.44334526,79447079.24579634,WARMIŃSKO-MAZURSKIE,braniewski,176,82.75339655891636
323,braniewski,2019,111179579.86571698,99196825.66467838,81346497.7982738,WARMIŃSKO-MAZURSKIE,braniewski,207,82.64985732360144
324,braniewski,2020,105641554.09771942,95046172.6182086,78645165.39539967,WARMIŃSKO-MAZURSKIE,braniewski,202,83.35681729620381
325,braniewski,2021,75834706.38485917,68186573.49384896,55918901.908186905,WARMIŃSKO-MAZURSKIE,braniewski,165,82.82556778525348
326,braniewski,2022,74501081.18263862,66485575.31174746,51500050.573173024,WARMIŃSKO-MAZURSKIE,braniewski,124,79.64039568640172
327,braniewski,2023,76322420.20283635,57487893.93032616,46604322.29489403,WARMIŃSKO-MAZURSKIE,braniewski,90,76.64678351283506
328,braniewski,2024,25506281.374615632,4813818.460952381,18488237.261806414,WARMIŃSKO-MAZURSKIE,braniewski,101,80.89865671768258
329,braniewski,2025,48543218.24635191,1983399.8742857142,29409609.839087367,WARMIŃSKO-MAZURSKIE,braniewski,136,74.56237172964637
330,braniewski,2026,19223173.845136113,0.0,13487583.5325061,WARMIŃSKO-MAZURSKIE,braniewski,51,79.0758641610453
331,braniewski,2027,8291270.636873661,0.0,5749429.899154048,WARMIŃSKO-MAZURSKIE,braniewski,14,79.81207028317401
332,braniewski,2028,2303947.565737297,0.0,1863509.8172366247,WARMIŃSKO-MAZURSKIE,braniewski,5,81.43726431409318
333,braniewski,2029,875563.4890756302,0.0,744228.965574958,WARMIŃSKO-MAZURSKIE,braniewski,2,84.9999999840871
334,brodnicki,2014,48250228.25985714,38483245.097571425,32710758.25657143,KUJAWSKO-POMORSKIE,brodnicki,3,84.99999980156602
335,brodnicki,2015,50726646.834330656,40930990.536330655,34797426.840418674,KUJAWSKO-POMORSKIE,brodnicki,10,85.03943308126777
336,brodnicki,2016,69045605.27365571,57790233.98592745,45832952.51944921,KUJAWSKO-POMORSKIE,brodnicki,37,82.06516409580715
337,brodnicki,2017,81673541.59848544,69217597.82741685,54250785.503403366,KUJAWSKO-POMORSKIE,brodnicki,57,81.15356681559837
338,brodnicki,2018,91615880.51177576,77939658.08597307,61014096.867443696,KUJAWSKO-POMORSKIE,brodnicki,80,81.04662564392726
339,brodnicki,2019,92088562.4615627,79158446.10368754,62692551.705260284,KUJAWSKO-POMORSKIE,brodnicki,81,81.91417217745068
340,brodnicki,2020,109803263.63477077,96975399.31530504,70286329.18485576,KUJAWSKO-POMORSKIE,brodnicki,97,78.14779027626773
341,brodnicki,2021,78828320.21903542,75493645.77614203,51104295.13083375,KUJAWSKO-POMORSKIE,brodnicki,86,74.36932798265194
342,brodnicki,2022,68076145.72670823,64503759.272905946,44002785.688205086,KUJAWSKO-POMORSKIE,brodnicki,62,73.94708422606622
343,brodnicki,2023,84833852.2896924,60767650.55127787,55749580.98367273,KUJAWSKO-POMORSKIE,brodnicki,55,75.6654467588148
344,brodnicki,2024,44584081.694812275,0.0,29948973.603725873,KUJAWSKO-POMORSKIE,brodnicki,36,77.13878603639029
345,brodnicki,2025,50969424.47675348,0.0,34335397.505440064,KUJAWSKO-POMORSKIE,brodnicki,47,76.74455206677597
346,brodnicki,2026,44088397.262574114,0.0,30234529.19794165,KUJAWSKO-POMORSKIE,brodnicki,37,76.84688693997613
347,brodnicki,2027,10028828.420151053,0.0,8553599.758189946,KUJAWSKO-POMORSKIE,brodnicki,18,86.01547195963687
348,brodnicki,2028,2969888.648843333,0.0,2731545.58323,KUJAWSKO-POMORSKIE,brodnicki,10,92.21249579034647
349,brodnicki,2029,2417085.5132833333,0.0,2262580.4816833334,KUJAWSKO-POMORSKIE,brodnicki,7,93.73581764845063
350,brzeski,2014,28923479.804597225,23090584.363323413,15638982.0008459,OPOLSKIE,brzeski,11,62.088592509601284
351,brzeski,2015,50318949.6095714,42855109.44383727,32145170.751750685,OPOLSKIE,brzeski,31,71.43672807961391
352,brzeski,2016,94782137.26167706,83321676.54946287,61874579.93914367,OPOLSKIE,brzeski,124,70.94123465476328
353,brzeski,2017,166967774.00783062,150257506.6175667,111061644.73032989,OPOLSKIE,brzeski,277,70.56164692586638
354,brzeski,2018,199772526.0096005,178583542.06897247,129308550.23818329,MAŁOPOLSKIE,brzeski,358,75.66138918373797
355,brzeski,2019,168090181.38797837,146412925.22368369,107707371.21338338,MAŁOPOLSKIE,brzeski,306,76.64243157678764
356,brzeski,2020,169137538.8468911,146972700.07136032,108725806.75485827,MAŁOPOLSKIE,brzeski,309,77.46416821197522
357,brzeski,2021,169519199.23084545,135299216.33037138,107812912.9589453,MAŁOPOLSKIE,brzeski,261,76.38716041143803
358,brzeski,2022,115212192.27849333,89436530.8597346,75101295.36372937,MAŁOPOLSKIE,brzeski,187,76.95521651729935
359,brzeski,2023,121321935.02694859,71676903.37944046,84159888.52465285,MAŁOPOLSKIE,brzeski,109,79.96574114035731
360,brzeski,2024,97630945.65468161,0.0,71532696.55074367,OPOLSKIE,brzeski,59,61.24213713797185
361,brzeski,2025,120902589.72826418,0.0,88062379.9186056,OPOLSKIE,brzeski,85,64.75886778347562
362,brzeski,2026,97379581.87887888,0.0,70226259.78906475,OPOLSKIE,brzeski,72,62.85503949425097
363,brzeski,2027,58964753.85478258,0.0,43305458.27610738,OPOLSKIE,brzeski,37,62.172169421249556
364,brzeski,2028,37454806.744017266,0.0,25657142.190454997,MAŁOPOLSKIE,brzeski,16,80.62875864065109
365,brzeski,2029,25174097.442117915,0.0,16106454.53388898,MAŁOPOLSKIE,brzeski,8,77.55886933947207
366,brzezinski,2014,303118.922,302624.82200000004,257231.098,ŁÓDZKIE,brzeziński,1,84.9999997686905
367,brzezinski,2015,8608084.813111112,6037821.191722223,5216295.383277778,ŁÓDZKIE,brzeziński,5,86.4851083822435
368,brzezinski,2016,19292237.464048535,14939401.199952686,12137337.325070564,ŁÓDZKIE,brzeziński,30,82.3954315192228
369,brzezinski,2017,32391707.714968864,25550918.929111112,20585030.878022946,ŁÓDZKIE,brzeziński,77,81.94009457784445
370,brzezinski,2018,44265457.73514393,36423662.42752427,30069372.3616397,ŁÓDZKIE,brzeziński,116,83.25374850044489
371,brzezinski,2019,32338554.985105883,25953367.237962414,21723730.800344355,ŁÓDZKIE,brzeziński,123,84.02263479868435
372,brzezinski,2020,34961128.40580338,28434030.499493245,23579846.581090234,ŁÓDZKIE,brzeziński,160,83.672918498804
373,brzezinski,2021,48824459.282125615,31623239.05209387,31869159.12015539,ŁÓDZKIE,brzeziński,152,82.08438178519131
374,brzezinski,2022,48293688.397878066,31562493.201787714,31786432.879350122,ŁÓDZKIE,brzeziński,104,81.91222317958153
375,brzezinski,2023,46486539.543107755,26815873.085756887,30401708.473806217,ŁÓDZKIE,brzeziński,68,80.04574415423838
376,brzezinski,2024,25717406.78893341,0.0,18430658.389448937,ŁÓDZKIE,brzeziński,18,81.54868610833046
377,brzezinski,2025,32493707.906296667,0.0,21176036.081685767,ŁÓDZKIE,brzeziński,30,77.71807513292752
378,brzezinski,2026,26533187.611142818,0.0,16713138.518158844,ŁÓDZKIE,brzeziński,24,77.26929572384556
379,brzezinski,2027,12109967.274948966,0.0,7328585.812265401,ŁÓDZKIE,brzeziński,6,79.02411194485968
380,brzezinski,2028,796849.0239965854,0.0,481813.25703682925,ŁÓDZKIE,brzeziński,2,74.16685912102032
381,brzozowski,2014,27686360.00112401,19741807.873859126,14564028.238609789,PODKARPACKIE,brzozowski,3,49.03368799986253
382,brzozowski,2015,44899287.94943419,32560861.828241844,23217099.541729003,PODKARPACKIE,brzozowski,12,52.842054701763075
383,brzozowski,2016,74498415.29149729,57456219.37882645,43398913.72500769,PODKARPACKIE,brzozowski,47,54.71761971132156
384,brzozowski,2017,98611560.90243287,79061489.68921441,60255626.04776442,PODKARPACKIE,brzozowski,80,57.66322572381639
